complaint_id,date_complaint,date_resolved,category,zone,priority,department,citizen_satisfaction,complaint_text,resolution_delay,severity_score,complaint_month,complaint_month_name,complaint_day_of_week,complaint_week
CMP001208,2024-04-27,2024-05-06,Traffic Congestion,East Zone,Low,Traffic Department,4,Heavy traffic jam in East Zone,9,1,4,April,Saturday,17
CMP001209,2024-12-07,2024-12-27,Public Safety,West Zone,High,Police Department,1,Unsafe area at night in West Zone,20,3,12,December,Saturday,49
CMP001210,2024-03-03,2024-03-27,Drainage Problem,East Zone,Low,Drainage Department,2,Sewage overflow in East Zone,24,1,3,March,Sunday,9
CMP001211,2024-07-07,2024-07-26,Public Safety,South Zone,Low,Police Department,3,Suspicious activity in South Zone,19,1,7,July,Sunday,27
CMP001212,2024-12-25,2025-01-10,Drainage Problem,East Zone,Low,Drainage Department,2,Drainage pipe broken in East Zone,16,1,12,December,Wednesday,52
CMP001213,2024-02-18,2024-02-25,Street Light Failure,West Zone,Low,Electricity Department,4,Faulty street lamp in West Zone,7,1,2,February,Sunday,7
CMP001214,2024-11-22,2024-12-11,Garbage Collection,North Zone,Low,Sanitation Department,1,Overflowing trash bins in North Zone,19,1,11,November,Friday,47
CMP001215,2024-09-13,2024-09-25,Garbage Collection,West Zone,Low,Sanitation Department,3,Missed garbage pickup in West Zone,12,1,9,September,Friday,37
CMP001216,2024-08-11,2024-08-26,Garbage Collection,Central Zone,Low,Sanitation Department,3,Garbage not collected for 3 days in Central Zone,15,1,8,August,Sunday,32
CMP001217,2024-05-20,2024-06-12,Road Damage,South Zone,High,Roads Department,1,Road cracking in South Zone,23,3,5,May,Monday,21
CMP001218,2024-08-02,2024-08-16,Road Damage,West Zone,Medium,Roads Department,4,Uneven road surface in West Zone,14,2,8,August,Friday,31
CMP001219,2024-07-29,2024-08-09,Drainage Problem,West Zone,Medium,Drainage Department,3,Blocked drain causing water logging in West Zone,11,2,7,July,Monday,31
CMP001220,2024-11-13,2024-12-09,Public Safety,East Zone,Medium,Police Department,1,Suspicious activity in East Zone,26,2,11,November,Wednesday,46
CMP001221,2024-02-01,2024-02-11,Water Supply,West Zone,High,Water Department,4,Water supply irregular in West Zone,10,3,2,February,Thursday,5
CMP001222,2024-06-06,2024-07-03,Road Damage,South Zone,High,Roads Department,1,Large pothole on main road in South Zone,27,3,6,June,Thursday,23
CMP001223,2024-10-11,2024-10-22,Public Safety,South Zone,High,Police Department,3,Missing street signs in South Zone,11,3,10,October,Friday,41
CMP001224,2024-10-31,2024-11-06,Garbage Collection,West Zone,High,Sanitation Department,5,Garbage not collected for 3 days in West Zone,6,3,10,October,Thursday,44
CMP001225,2024-10-12,2024-10-14,Traffic Congestion,West Zone,Low,Traffic Department,5,Road blocked due to congestion in West Zone,2,1,10,October,Saturday,41
CMP001226,2024-05-23,2024-06-03,Garbage Collection,Central Zone,Medium,Sanitation Department,3,Overflowing trash bins in Central Zone,11,2,5,May,Thursday,21
CMP001227,2024-01-19,2024-02-07,Street Light Failure,South Zone,Medium,Electricity Department,3,Dark area at night in South Zone,19,2,1,January,Friday,3
CMP001228,2024-01-18,2024-01-24,Garbage Collection,East Zone,Medium,Sanitation Department,4,Missed garbage pickup in East Zone,6,2,1,January,Thursday,3
CMP001229,2024-09-13,2024-09-27,Drainage Problem,South Zone,Low,Drainage Department,4,Blocked drain causing water logging in South Zone,14,1,9,September,Friday,37
CMP001230,2024-03-18,2024-04-07,Road Damage,North Zone,Low,Roads Department,2,Uneven road surface in North Zone,20,1,3,March,Monday,12
CMP001231,2024-06-23,2024-06-29,Garbage Collection,East Zone,Low,Sanitation Department,4,Missed garbage pickup in East Zone,6,1,6,June,Sunday,25
CMP001232,2024-07-12,2024-07-29,Garbage Collection,South Zone,High,Sanitation Department,1,Overflowing trash bins in South Zone,17,3,7,July,Friday,28
CMP001233,2024-04-22,2024-05-02,Road Damage,South Zone,Medium,Roads Department,3,Uneven road surface in South Zone,10,2,4,April,Monday,17
CMP001234,2024-04-23,2024-05-21,Public Safety,South Zone,Low,Police Department,1,Suspicious activity in South Zone,28,1,4,April,Tuesday,17
CMP001235,2024-08-09,2024-08-10,Traffic Congestion,South Zone,Low,Traffic Department,5,Heavy traffic jam in South Zone,1,1,8,August,Friday,32
CMP001236,2024-06-14,2024-06-17,Road Damage,Central Zone,Medium,Roads Department,5,Uneven road surface in Central Zone,3,2,6,June,Friday,24
CMP001237,2024-11-14,2024-11-22,Water Supply,West Zone,Low,Water Department,3,Low water pressure in West Zone,8,1,11,November,Thursday,46
CMP001238,2024-05-11,2024-05-19,Road Damage,North Zone,Low,Roads Department,4,Road cracking in North Zone,8,1,5,May,Saturday,19
CMP001239,2024-09-20,2024-10-17,Traffic Congestion,Central Zone,Low,Traffic Department,1,Heavy traffic jam in Central Zone,27,1,9,September,Friday,38
CMP001240,2024-02-24,2024-03-15,Traffic Congestion,West Zone,Low,Traffic Department,2,Road blocked due to congestion in West Zone,20,1,2,February,Saturday,8
CMP001241,2024-12-24,2025-01-15,Water Supply,Central Zone,Low,Water Department,1,Water supply irregular in Central Zone,22,1,12,December,Tuesday,52
CMP001242,2024-05-10,2024-05-25,Street Light Failure,South Zone,Medium,Electricity Department,2,Street light not working for a week in South Zone,15,2,5,May,Friday,19
CMP001243,2024-10-14,2024-11-07,Street Light Failure,East Zone,Low,Electricity Department,2,Street light not working for a week in East Zone,24,1,10,October,Monday,42
CMP001244,2024-09-22,2024-09-29,Public Safety,Central Zone,Low,Police Department,5,Missing street signs in Central Zone,7,1,9,September,Sunday,38
CMP001245,2024-06-10,2024-06-21,Public Safety,South Zone,Medium,Police Department,2,Suspicious activity in South Zone,11,2,6,June,Monday,24
CMP001246,2024-03-27,2024-04-03,Traffic Congestion,Central Zone,Medium,Traffic Department,4,Signal not working in Central Zone,7,2,3,March,Wednesday,13
CMP001247,2024-02-24,2024-03-24,Street Light Failure,West Zone,Low,Electricity Department,1,Faulty street lamp in West Zone,29,1,2,February,Saturday,8
CMP001248,2024-10-14,2024-10-18,Garbage Collection,Central Zone,Medium,Sanitation Department,3,Overflowing trash bins in Central Zone,4,2,10,October,Monday,42
CMP001249,2024-06-26,2024-07-21,Drainage Problem,South Zone,High,Drainage Department,1,Blocked drain causing water logging in South Zone,25,3,6,June,Wednesday,26
CMP001250,2024-12-14,2024-12-26,Water Supply,South Zone,High,Water Department,3,Low water pressure in South Zone,12,3,12,December,Saturday,50
CMP001251,2024-01-08,2024-02-03,Garbage Collection,South Zone,Medium,Sanitation Department,2,Overflowing trash bins in South Zone,26,2,1,January,Monday,2
CMP001252,2024-11-16,2024-11-22,Water Supply,Central Zone,Medium,Water Department,5,Low water pressure in Central Zone,6,2,11,November,Saturday,46
CMP001253,2024-11-08,2024-11-22,Drainage Problem,South Zone,Low,Drainage Department,3,Blocked drain causing water logging in South Zone,14,1,11,November,Friday,45
CMP001254,2024-09-03,2024-09-15,Garbage Collection,East Zone,Medium,Sanitation Department,3,Overflowing trash bins in East Zone,12,2,9,September,Tuesday,36
CMP001255,2024-11-18,2024-11-29,Water Supply,East Zone,Medium,Water Department,4,Low water pressure in East Zone,11,2,11,November,Monday,47
CMP001256,2024-09-11,2024-09-30,Road Damage,South Zone,Low,Roads Department,2,Uneven road surface in South Zone,19,1,9,September,Wednesday,37
CMP001257,2024-11-23,2024-12-14,Garbage Collection,North Zone,Low,Sanitation Department,2,Missed garbage pickup in North Zone,21,1,11,November,Saturday,47
CMP001258,2024-02-23,2024-02-28,Garbage Collection,East Zone,Medium,Sanitation Department,5,Missed garbage pickup in East Zone,5,2,2,February,Friday,8
CMP001259,2024-09-05,2024-09-19,Traffic Congestion,West Zone,High,Traffic Department,4,Heavy traffic jam in West Zone,14,3,9,September,Thursday,36
CMP001260,2024-08-26,2024-09-16,Drainage Problem,North Zone,Low,Drainage Department,2,Sewage overflow in North Zone,21,1,8,August,Monday,35
CMP001261,2024-08-16,2024-09-09,Water Supply,Central Zone,Low,Water Department,2,Water supply irregular in Central Zone,24,1,8,August,Friday,33
CMP001262,2024-03-07,2024-03-23,Drainage Problem,West Zone,Medium,Drainage Department,2,Drainage pipe broken in West Zone,16,2,3,March,Thursday,10
CMP001263,2024-02-20,2024-03-16,Traffic Congestion,West Zone,Low,Traffic Department,2,Signal not working in West Zone,25,1,2,February,Tuesday,8
CMP001264,2024-04-06,2024-04-19,Water Supply,West Zone,Medium,Water Department,4,Water supply irregular in West Zone,13,2,4,April,Saturday,14
CMP001265,2024-04-01,2024-04-26,Traffic Congestion,South Zone,Low,Traffic Department,2,Heavy traffic jam in South Zone,25,1,4,April,Monday,14
CMP001266,2024-09-20,2024-10-19,Public Safety,East Zone,Low,Police Department,3,Suspicious activity in East Zone,29,1,9,September,Friday,38
CMP001267,2024-10-17,2024-11-08,Water Supply,West Zone,Medium,Water Department,2,Low water pressure in West Zone,22,2,10,October,Thursday,42
CMP001268,2024-04-05,2024-04-27,Garbage Collection,South Zone,Low,Sanitation Department,1,Overflowing trash bins in South Zone,22,1,4,April,Friday,14
CMP001269,2024-03-28,2024-04-22,Public Safety,East Zone,Low,Police Department,2,Suspicious activity in East Zone,25,1,3,March,Thursday,13
CMP001270,2024-03-18,2024-04-07,Road Damage,North Zone,Low,Roads Department,2,Large pothole on main road in North Zone,20,1,3,March,Monday,12
CMP001271,2024-10-14,2024-11-05,Garbage Collection,West Zone,Low,Sanitation Department,1,Overflowing trash bins in West Zone,22,1,10,October,Monday,42
CMP001272,2024-04-29,2024-05-03,Road Damage,East Zone,Medium,Roads Department,5,Uneven road surface in East Zone,4,2,4,April,Monday,18
CMP001273,2024-10-28,2024-11-08,Road Damage,East Zone,Medium,Roads Department,3,Large pothole on main road in East Zone,11,2,10,October,Monday,44
CMP001274,2024-06-13,2024-06-30,Drainage Problem,North Zone,Low,Drainage Department,2,Blocked drain causing water logging in North Zone,17,1,6,June,Thursday,24
CMP001275,2024-06-30,2024-07-07,Road Damage,Central Zone,Low,Roads Department,5,Large pothole on main road in Central Zone,7,1,6,June,Sunday,26
CMP001276,2024-08-10,2024-08-24,Garbage Collection,South Zone,Low,Sanitation Department,4,Overflowing trash bins in South Zone,14,1,8,August,Saturday,32
CMP001277,2024-11-06,2024-12-02,Street Light Failure,West Zone,Medium,Electricity Department,3,Dark area at night in West Zone,26,2,11,November,Wednesday,45
CMP001278,2024-01-07,2024-01-18,Road Damage,East Zone,Low,Roads Department,3,Road cracking in East Zone,11,1,1,January,Sunday,1
CMP001279,2024-11-25,2024-12-23,Garbage Collection,West Zone,High,Sanitation Department,2,Overflowing trash bins in West Zone,28,3,11,November,Monday,48
CMP001280,2024-09-19,2024-10-11,Road Damage,South Zone,Medium,Roads Department,1,Road cracking in South Zone,22,2,9,September,Thursday,38
CMP001281,2024-06-09,2024-06-18,Traffic Congestion,West Zone,Medium,Traffic Department,3,Heavy traffic jam in West Zone,9,2,6,June,Sunday,23
CMP001282,2024-05-30,2024-06-22,Garbage Collection,South Zone,Medium,Sanitation Department,3,Missed garbage pickup in South Zone,23,2,5,May,Thursday,22
CMP001283,2024-03-25,2024-04-07,Street Light Failure,East Zone,High,Electricity Department,4,Dark area at night in East Zone,13,3,3,March,Monday,13
CMP001284,2024-05-26,2024-06-18,Water Supply,West Zone,High,Water Department,1,Low water pressure in West Zone,23,3,5,May,Sunday,21
CMP001285,2024-04-21,2024-05-09,Water Supply,West Zone,Medium,Water Department,1,Low water pressure in West Zone,18,2,4,April,Sunday,16
CMP001286,2024-02-05,2024-03-04,Water Supply,West Zone,Low,Water Department,3,No water since morning in West Zone,28,1,2,February,Monday,6
CMP001287,2024-10-11,2024-10-22,Water Supply,Central Zone,High,Water Department,4,No water since morning in Central Zone,11,3,10,October,Friday,41
CMP001288,2024-07-06,2024-07-21,Drainage Problem,South Zone,Low,Drainage Department,2,Sewage overflow in South Zone,15,1,7,July,Saturday,27
CMP001289,2024-03-22,2024-04-16,Garbage Collection,Central Zone,High,Sanitation Department,2,Overflowing trash bins in Central Zone,25,3,3,March,Friday,12
CMP001290,2024-01-02,2024-01-28,Traffic Congestion,North Zone,Medium,Traffic Department,1,Signal not working in North Zone,26,2,1,January,Tuesday,1
CMP001291,2024-10-29,2024-11-23,Garbage Collection,West Zone,High,Sanitation Department,2,Garbage not collected for 3 days in West Zone,25,3,10,October,Tuesday,44
CMP001292,2024-07-15,2024-08-06,Public Safety,East Zone,High,Police Department,2,Suspicious activity in East Zone,22,3,7,July,Monday,29
CMP001293,2024-01-11,2024-02-09,Street Light Failure,East Zone,Low,Electricity Department,2,Street light not working for a week in East Zone,29,1,1,January,Thursday,2
CMP001294,2024-08-21,2024-09-09,Street Light Failure,South Zone,Medium,Electricity Department,2,Street light not working for a week in South Zone,19,2,8,August,Wednesday,34
CMP001295,2024-07-13,2024-07-14,Water Supply,East Zone,Low,Water Department,5,Low water pressure in East Zone,1,1,7,July,Saturday,28
CMP001296,2024-04-28,2024-05-02,Water Supply,North Zone,Low,Water Department,4,Low water pressure in North Zone,4,1,4,April,Sunday,17
CMP001297,2024-01-20,2024-02-03,Garbage Collection,South Zone,Low,Sanitation Department,4,Garbage not collected for 3 days in South Zone,14,1,1,January,Saturday,3
CMP001298,2024-09-17,2024-10-01,Public Safety,North Zone,Low,Police Department,4,Missing street signs in North Zone,14,1,9,September,Tuesday,38
CMP001299,2024-10-19,2024-10-22,Road Damage,East Zone,Medium,Roads Department,5,Large pothole on main road in East Zone,3,2,10,October,Saturday,42
CMP001300,2024-09-12,2024-10-10,Street Light Failure,North Zone,High,Electricity Department,3,Street light not working for a week in North Zone,28,3,9,September,Thursday,37
CMP001301,2024-08-09,2024-08-26,Traffic Congestion,North Zone,Medium,Traffic Department,2,Signal not working in North Zone,17,2,8,August,Friday,32
CMP001302,2024-08-13,2024-08-16,Water Supply,North Zone,Low,Water Department,4,Low water pressure in North Zone,3,1,8,August,Tuesday,33
CMP001303,2024-02-22,2024-03-09,Street Light Failure,South Zone,High,Electricity Department,2,Dark area at night in South Zone,16,3,2,February,Thursday,8
CMP001304,2024-12-20,2025-01-03,Street Light Failure,West Zone,High,Electricity Department,3,Dark area at night in West Zone,14,3,12,December,Friday,51
CMP001305,2024-12-07,2024-12-27,Street Light Failure,Central Zone,Medium,Electricity Department,2,Dark area at night in Central Zone,20,2,12,December,Saturday,49
CMP001306,2024-12-29,2025-01-27,Road Damage,North Zone,Medium,Roads Department,1,Uneven road surface in North Zone,29,2,12,December,Sunday,52
CMP001307,2024-10-06,2024-10-19,Water Supply,West Zone,High,Water Department,3,No water since morning in West Zone,13,3,10,October,Sunday,40
CMP001308,2024-03-21,2024-04-05,Garbage Collection,West Zone,Low,Sanitation Department,2,Garbage not collected for 3 days in West Zone,15,1,3,March,Thursday,12
CMP001309,2024-07-20,2024-08-03,Traffic Congestion,East Zone,High,Traffic Department,2,Road blocked due to congestion in East Zone,14,3,7,July,Saturday,29
CMP001310,2024-06-06,2024-06-30,Road Damage,West Zone,High,Roads Department,1,Road cracking in West Zone,24,3,6,June,Thursday,23
CMP001311,2024-04-29,2024-05-24,Water Supply,South Zone,High,Water Department,2,Water supply irregular in South Zone,25,3,4,April,Monday,18
CMP001312,2024-02-28,2024-03-18,Public Safety,East Zone,Low,Police Department,2,Suspicious activity in East Zone,19,1,2,February,Wednesday,9
CMP001313,2024-08-02,2024-08-08,Garbage Collection,South Zone,High,Sanitation Department,4,Garbage not collected for 3 days in South Zone,6,3,8,August,Friday,31
CMP001314,2024-05-07,2024-05-17,Drainage Problem,North Zone,Low,Drainage Department,2,Sewage overflow in North Zone,10,1,5,May,Tuesday,19
CMP001315,2024-08-11,2024-09-07,Public Safety,West Zone,Medium,Police Department,2,Missing street signs in West Zone,27,2,8,August,Sunday,32
CMP001316,2024-07-27,2024-08-11,Drainage Problem,East Zone,High,Drainage Department,2,Drainage pipe broken in East Zone,15,3,7,July,Saturday,30
CMP001317,2024-04-24,2024-05-15,Traffic Congestion,South Zone,Low,Traffic Department,2,Signal not working in South Zone,21,1,4,April,Wednesday,17
CMP001318,2024-07-27,2024-08-18,Water Supply,East Zone,Low,Water Department,1,Water supply irregular in East Zone,22,1,7,July,Saturday,30
CMP001319,2024-01-14,2024-02-03,Garbage Collection,West Zone,High,Sanitation Department,3,Garbage not collected for 3 days in West Zone,20,3,1,January,Sunday,2
CMP001320,2024-01-09,2024-02-04,Traffic Congestion,West Zone,High,Traffic Department,1,Road blocked due to congestion in West Zone,26,3,1,January,Tuesday,2
