complaint_id,date_complaint,date_resolved,category,zone,department,priority,citizen_satisfaction,resolution_delay
C01242,2024-10-14,2024-11-07,Traffic,West,Traffic Dept,Low,5,24
C01243,2024-09-22,2024-09-29,Safety,West,Traffic Dept,Medium,1,7
C01244,2024-06-10,2024-06-21,Garbage,Central,Traffic Dept,Low,4,11
C01245,2024-03-27,2024-04-03,Drainage,South,Safety Dept,Medium,4,7
C01246,2024-02-24,2024-03-24,Road,Central,Drainage Dept,High,2,29
C01247,2024-10-14,2024-10-18,Drainage,West,Roads Dept,High,4,4
C01248,2024-06-26,2024-07-21,Drainage,West,Water Dept,Medium,3,25
C01249,2024-12-14,2024-12-26,Drainage,Central,Sanitation,Low,2,12
C01250,2024-01-08,2024-02-03,Lights,West,Safety Dept,Low,1,26
C01251,2024-11-16,2024-11-22,Water,East,Water Dept,Low,1,6
C01252,2024-11-08,2024-11-22,Safety,North,Traffic Dept,Low,2,14
C01253,2024-09-03,2024-09-15,Garbage,North,Water Dept,Low,4,12
C01254,2024-11-18,2024-11-29,Water,North,Drainage Dept,Medium,4,11
C01255,2024-09-11,2024-09-30,Road,East,Traffic Dept,Low,1,19
C01256,2024-11-23,2024-12-14,Water,West,Safety Dept,Low,3,21
C01257,2024-02-23,2024-02-28,Garbage,Central,Traffic Dept,Medium,4,5
C01258,2024-09-05,2024-09-19,Safety,South,Electric Dept,Low,3,14
C01259,2024-08-26,2024-09-16,Safety,West,Electric Dept,Low,4,21
C01260,2024-08-16,2024-09-09,Garbage,East,Safety Dept,Low,2,24
C01261,2024-03-07,2024-03-23,Road,East,Drainage Dept,Medium,5,16
C01262,2024-02-20,2024-03-16,Garbage,North,Drainage Dept,Medium,1,25
C01263,2024-04-06,2024-04-19,Road,West,Water Dept,Medium,2,13
C01264,2024-04-01,2024-04-26,Road,North,Safety Dept,Low,4,25
C01265,2024-09-20,2024-10-19,Garbage,South,Sanitation,Medium,1,29
C01266,2024-10-17,2024-11-08,Traffic,North,Safety Dept,Medium,5,22
C01267,2024-04-05,2024-04-27,Safety,South,Water Dept,Low,5,22
C01268,2024-03-28,2024-04-22,Road,East,Drainage Dept,Low,4,25
C01269,2024-03-18,2024-04-07,Garbage,North,Sanitation,Medium,1,20
C01270,2024-10-14,2024-11-05,Traffic,North,Safety Dept,Low,4,22
C01271,2024-04-29,2024-05-03,Safety,Central,Water Dept,Medium,5,4
C01272,2024-10-28,2024-11-08,Road,East,Roads Dept,Low,2,11
C01273,2024-06-13,2024-06-30,Safety,Central,Roads Dept,Medium,2,17
C01274,2024-06-30,2024-07-07,Traffic,South,Sanitation,Low,3,7
C01275,2024-08-10,2024-08-24,Safety,South,Electric Dept,Low,5,14
C01276,2024-11-06,2024-12-02,Lights,East,Sanitation,Low,5,26
C01277,2024-01-07,2024-01-18,Drainage,South,Water Dept,High,4,11
C01278,2024-11-25,2024-12-23,Lights,East,Traffic Dept,High,3,28
C01279,2024-09-19,2024-10-11,Traffic,South,Roads Dept,Medium,3,22
C01280,2024-06-09,2024-06-18,Road,West,Traffic Dept,Medium,1,9
C01281,2024-05-30,2024-06-22,Garbage,North,Roads Dept,Low,4,23
C01282,2024-03-25,2024-04-07,Water,West,Water Dept,Medium,2,13
C01283,2024-05-26,2024-06-18,Garbage,East,Roads Dept,Low,1,23
C01284,2024-04-21,2024-05-09,Safety,East,Sanitation,Low,3,18
C01285,2024-02-05,2024-03-04,Water,West,Traffic Dept,Low,2,28
C01286,2024-10-11,2024-10-22,Water,North,Drainage Dept,Low,5,11
C01287,2024-07-06,2024-07-21,Safety,North,Traffic Dept,Low,4,15
C01288,2024-03-22,2024-04-16,Safety,Central,Water Dept,Low,3,25
C01289,2024-01-02,2024-01-28,Road,South,Drainage Dept,Low,5,26
C01290,2024-10-29,2024-11-23,Traffic,Central,Traffic Dept,Medium,3,25
C01291,2024-07-15,2024-08-06,Garbage,North,Safety Dept,Low,2,22
C01292,2024-01-11,2024-02-09,Traffic,West,Water Dept,Low,1,29
C01293,2024-08-21,2024-09-09,Lights,South,Safety Dept,High,2,19
C01294,2024-07-13,2024-07-14,Road,West,Electric Dept,Low,4,1
C01295,2024-04-28,2024-05-02,Road,Central,Sanitation,High,4,4
C01296,2024-01-20,2024-02-03,Lights,East,Roads Dept,Medium,3,14
C01297,2024-09-17,2024-10-01,Garbage,West,Safety Dept,Low,2,14
C01298,2024-10-19,2024-10-22,Drainage,Central,Roads Dept,Low,1,3
C01299,2024-09-12,2024-10-10,Lights,Central,Roads Dept,Low,4,28
C01300,2024-08-09,2024-08-26,Garbage,Central,Electric Dept,Low,1,17
C01301,2024-08-13,2024-08-16,Water,East,Sanitation,Low,5,3
C01302,2024-02-22,2024-03-09,Safety,East,Traffic Dept,Low,3,16
C01303,2024-12-20,2025-01-03,Road,East,Safety Dept,Low,1,14
C01304,2024-12-07,2024-12-27,Garbage,South,Traffic Dept,Medium,3,20
C01305,2024-12-29,2025-01-27,Traffic,East,Sanitation,Low,5,29
C01306,2024-10-06,2024-10-19,Safety,East,Drainage Dept,Medium,1,13
C01307,2024-03-21,2024-04-05,Traffic,East,Sanitation,Low,1,15
C01308,2024-07-20,2024-08-03,Safety,West,Roads Dept,Medium,5,14
C01309,2024-06-06,2024-06-30,Road,East,Traffic Dept,Low,2,24
C01310,2024-04-29,2024-05-24,Lights,South,Sanitation,Medium,1,25
C01311,2024-02-28,2024-03-18,Drainage,Central,Traffic Dept,Low,1,19
C01312,2024-08-02,2024-08-08,Lights,West,Sanitation,Medium,4,6
C01313,2024-05-07,2024-05-17,Garbage,North,Water Dept,Low,2,10
C01314,2024-08-11,2024-09-07,Lights,East,Safety Dept,Low,1,27
C01315,2024-07-27,2024-08-11,Road,Central,Roads Dept,Low,5,15
C01316,2024-04-24,2024-05-15,Garbage,Central,Sanitation,Low,3,21
C01317,2024-07-27,2024-08-18,Water,West,Electric Dept,Low,5,22
C01318,2024-01-14,2024-02-03,Lights,North,Sanitation,Low,2,20
C01319,2024-01-09,2024-02-04,Lights,South,Water Dept,Low,4,26
C01320,2024-02-09,2024-02-15,Drainage,Central,Electric Dept,Low,4,6
C01321,2024-08-24,2024-09-16,Garbage,Central,Electric Dept,Medium,4,23
C01322,2024-10-07,2024-11-01,Traffic,Central,Sanitation,High,5,25
C01323,2024-12-24,2025-01-03,Lights,Central,Water Dept,Low,3,10
C01324,2024-07-19,2024-07-26,Road,West,Electric Dept,Medium,3,7
C01325,2024-09-02,2024-09-24,Lights,North,Safety Dept,Medium,1,22
C01326,2024-10-04,2024-10-21,Drainage,Central,Roads Dept,Low,3,17
C01327,2024-08-22,2024-09-09,Water,South,Drainage Dept,Low,3,18
C01328,2024-01-04,2024-01-21,Drainage,South,Roads Dept,Low,1,17
C01329,2024-06-02,2024-06-11,Lights,East,Traffic Dept,High,5,9
C01330,2024-01-29,2024-02-08,Traffic,Central,Traffic Dept,Low,5,10
C01331,2024-04-18,2024-04-28,Safety,Central,Water Dept,Medium,2,10
C01332,2024-04-07,2024-05-02,Lights,Central,Electric Dept,Medium,5,25
C01333,2024-08-02,2024-08-09,Garbage,Central,Roads Dept,Low,4,7
C01334,2024-10-19,2024-11-04,Lights,Central,Roads Dept,Low,4,16
C01335,2024-03-15,2024-04-13,Traffic,South,Drainage Dept,Medium,2,29
C01336,2024-11-21,2024-12-09,Garbage,North,Water Dept,Low,3,18
C01337,2024-05-25,2024-05-31,Road,North,Safety Dept,Low,2,6
C01338,2024-05-07,2024-06-03,Garbage,East,Electric Dept,Low,1,27
C01339,2024-12-06,2024-12-26,Drainage,South,Water Dept,High,2,20
C01340,2024-02-11,2024-02-12,Water,Central,Sanitation,Low,2,1
C01341,2024-12-21,2024-12-22,Drainage,North,Roads Dept,Medium,4,1
C01342,2024-02-10,2024-02-22,Safety,West,Water Dept,Low,1,12
C01343,2024-02-03,2024-02-24,Garbage,West,Water Dept,Low,1,21
C01344,2024-01-17,2024-02-14,Road,West,Drainage Dept,High,2,28
C01345,2024-06-13,2024-06-15,Lights,Central,Safety Dept,Medium,1,2
C01346,2024-06-01,2024-06-05,Garbage,Central,Sanitation,Low,1,4
C01347,2024-03-16,2024-04-02,Drainage,East,Traffic Dept,Medium,5,17
C01348,2024-03-27,2024-03-31,Garbage,East,Roads Dept,Low,1,4
C01349,2024-04-26,2024-05-07,Garbage,East,Drainage Dept,Medium,3,11
C01350,2024-12-27,2025-01-18,Garbage,West,Safety Dept,Low,1,22
C01351,2024-12-07,2025-01-02,Road,Central,Safety Dept,Medium,4,26
C01352,2024-01-27,2024-01-31,Traffic,West,Water Dept,Medium,5,4
C01353,2024-11-08,2024-11-09,Traffic,East,Roads Dept,Low,4,1
C01354,2024-10-13,2024-10-20,Garbage,Central,Traffic Dept,High,4,7
C01355,2024-05-13,2024-05-31,Road,South,Safety Dept,High,3,18
C01356,2024-08-06,2024-08-15,Road,North,Water Dept,Low,5,9
C01357,2024-06-16,2024-07-15,Safety,North,Safety Dept,High,2,29
C01358,2024-04-07,2024-04-10,Garbage,East,Sanitation,Medium,1,3
C01359,2024-09-24,2024-10-02,Drainage,West,Safety Dept,Medium,3,8
C01360,2024-08-24,2024-09-22,Drainage,South,Roads Dept,High,3,29
C01361,2024-11-04,2024-11-28,Water,Central,Safety Dept,Low,2,24
C01362,2024-06-21,2024-07-10,Garbage,West,Safety Dept,Medium,3,19
C01363,2024-07-08,2024-07-12,Water,East,Drainage Dept,High,2,4
C01364,2024-05-01,2024-05-19,Drainage,West,Sanitation,Low,2,18
C01365,2024-02-15,2024-03-06,Drainage,East,Traffic Dept,Low,2,20
C01366,2024-03-04,2024-03-31,Garbage,North,Traffic Dept,Low,3,27
C01367,2024-05-09,2024-05-20,Water,North,Roads Dept,Medium,2,11
C01368,2024-11-05,2024-12-02,Water,West,Traffic Dept,Medium,3,27
C01369,2024-12-28,2025-01-11,Garbage,South,Electric Dept,Low,5,14
C01370,2024-07-11,2024-08-05,Safety,Central,Drainage Dept,Low,2,25
C01371,2024-11-02,2024-11-20,Water,East,Roads Dept,Low,3,18
C01372,2024-06-29,2024-07-27,Safety,Central,Safety Dept,Low,3,28
C01373,2024-10-18,2024-11-15,Lights,North,Electric Dept,Medium,3,28
C01374,2024-10-08,2024-11-06,Drainage,South,Traffic Dept,Low,1,29
C01375,2024-01-29,2024-02-14,Traffic,South,Safety Dept,Medium,1,16
C01376,2024-05-28,2024-05-31,Safety,Central,Roads Dept,Medium,2,3
C01377,2024-09-23,2024-10-08,Safety,North,Electric Dept,High,5,15
C01378,2024-10-22,2024-11-18,Safety,Central,Traffic Dept,Low,2,27
C01379,2024-01-11,2024-02-07,Road,West,Water Dept,High,4,27
C01380,2024-06-12,2024-06-16,Water,South,Water Dept,Low,4,4
C01381,2024-04-22,2024-04-27,Water,South,Sanitation,Medium,5,5
C01382,2024-07-05,2024-07-22,Road,West,Water Dept,Medium,5,17
C01383,2024-10-21,2024-10-28,Water,North,Electric Dept,Low,5,7
C01384,2024-08-19,2024-09-04,Road,South,Drainage Dept,Low,1,16
C01385,2024-08-14,2024-08-28,Safety,East,Water Dept,Low,1,14
C01386,2024-11-05,2024-12-01,Garbage,East,Roads Dept,Medium,4,26
C01387,2024-04-07,2024-04-23,Lights,North,Roads Dept,Low,5,16
C01388,2024-02-24,2024-03-02,Safety,West,Roads Dept,High,3,7
C01389,2024-04-20,2024-04-29,Lights,Central,Water Dept,Low,4,9
C01390,2024-05-31,2024-06-04,Drainage,North,Safety Dept,High,5,4
C01391,2024-09-02,2024-09-24,Safety,Central,Water Dept,Low,3,22
C01392,2024-03-09,2024-03-20,Traffic,North,Sanitation,Low,5,11
C01393,2024-11-07,2024-11-09,Water,East,Drainage Dept,Low,2,2
C01394,2024-10-15,2024-10-27,Traffic,West,Safety Dept,High,3,12
C01395,2024-09-06,2024-09-18,Garbage,East,Drainage Dept,Medium,2,12
C01396,2024-02-05,2024-02-09,Lights,West,Safety Dept,Low,1,4
C01397,2024-08-26,2024-09-13,Safety,Central,Safety Dept,Low,4,18
C01398,2024-05-27,2024-06-22,Garbage,North,Traffic Dept,Low,5,26
C01399,2024-08-14,2024-09-04,Garbage,South,Sanitation,Medium,4,21
C01400,2024-08-31,2024-09-07,Water,South,Electric Dept,Low,5,7
C01401,2024-12-02,2024-12-31,Garbage,West,Roads Dept,Medium,2,29
C01402,2024-12-30,2024-12-31,Safety,West,Water Dept,Medium,3,1
C01403,2024-07-19,2024-08-14,Safety,East,Traffic Dept,High,3,26
C01404,2024-06-02,2024-06-28,Lights,South,Traffic Dept,Medium,5,26
C01405,2024-03-13,2024-04-05,Safety,East,Safety Dept,Low,2,23
C01406,2024-07-19,2024-08-14,Traffic,Central,Water Dept,High,5,26
C01407,2024-10-22,2024-11-04,Lights,South,Sanitation,Low,5,13
C01408,2024-01-17,2024-01-23,Water,Central,Traffic Dept,Low,5,6
C01409,2024-05-08,2024-05-14,Lights,North,Drainage Dept,High,3,6
C01410,2024-08-04,2024-08-16,Road,East,Sanitation,Low,5,12
C01411,2024-03-01,2024-03-09,Traffic,West,Water Dept,Low,3,8
C01412,2024-04-13,2024-05-07,Road,South,Safety Dept,Low,1,24
C01413,2024-02-11,2024-03-04,Road,East,Sanitation,Low,2,22
C01414,2024-01-25,2024-02-13,Drainage,West,Safety Dept,Low,1,19
C01415,2024-02-08,2024-02-13,Safety,North,Drainage Dept,Low,5,5
C01416,2024-10-17,2024-11-04,Water,South,Roads Dept,Low,3,18
C01417,2024-05-10,2024-05-15,Garbage,Central,Safety Dept,High,2,5
C01418,2024-08-16,2024-09-10,Road,North,Safety Dept,Medium,4,25
C01419,2024-04-17,2024-04-27,Lights,West,Water Dept,Medium,2,10
C01420,2024-06-20,2024-06-21,Garbage,South,Drainage Dept,Medium,2,1
C01421,2024-04-11,2024-04-21,Lights,South,Water Dept,High,5,10
C01422,2024-12-19,2024-12-24,Lights,North,Drainage Dept,High,1,5
C01423,2024-01-12,2024-01-24,Garbage,South,Drainage Dept,High,1,12
C01424,2024-10-01,2024-10-23,Garbage,West,Traffic Dept,High,4,22
C01425,2024-04-10,2024-05-07,Safety,North,Traffic Dept,Low,5,27
C01426,2024-02-13,2024-02-20,Lights,Central,Traffic Dept,Medium,2,7
C01427,2024-10-31,2024-11-09,Water,North,Roads Dept,Medium,1,9
C01428,2024-01-17,2024-02-08,Safety,North,Roads Dept,Medium,1,22
C01429,2024-11-25,2024-12-16,Traffic,Central,Drainage Dept,Low,3,21
C01430,2024-02-26,2024-03-09,Drainage,West,Electric Dept,Low,2,12
C01431,2024-11-06,2024-11-29,Traffic,East,Water Dept,Low,5,23
C01432,2024-10-29,2024-11-27,Water,East,Traffic Dept,High,1,29
C01433,2024-01-12,2024-01-13,Safety,Central,Water Dept,Medium,5,1
C01434,2024-11-13,2024-11-24,Drainage,West,Safety Dept,Low,2,11
C01435,2024-03-20,2024-04-10,Safety,South,Drainage Dept,Low,2,21
C01436,2024-08-03,2024-08-18,Garbage,Central,Sanitation,Medium,1,15
C01437,2024-12-04,2024-12-06,Drainage,East,Drainage Dept,Low,4,2
C01438,2024-09-20,2024-10-10,Lights,West,Roads Dept,Low,5,20
C01439,2024-05-28,2024-06-04,Traffic,North,Electric Dept,Low,5,7
C01440,2024-03-21,2024-04-11,Drainage,West,Sanitation,Low,3,21
C01441,2024-08-02,2024-08-14,Lights,West,Water Dept,Low,2,12
C01442,2024-07-16,2024-08-07,Safety,East,Roads Dept,Medium,2,22
C01443,2024-07-18,2024-08-05,Water,East,Traffic Dept,Low,1,18
C01444,2024-01-25,2024-01-28,Drainage,South,Sanitation,Low,1,3
C01445,2024-03-29,2024-04-05,Lights,South,Roads Dept,Medium,1,7
C01446,2024-09-24,2024-10-05,Safety,Central,Water Dept,Medium,3,11
C01447,2024-05-22,2024-06-09,Safety,North,Drainage Dept,Low,4,18
C01448,2024-02-28,2024-03-11,Safety,South,Water Dept,Medium,1,12
C01449,2024-12-30,2025-01-05,Water,East,Sanitation,High,1,6
C01450,2024-01-26,2024-01-31,Garbage,West,Sanitation,High,1,5
C01451,2024-02-16,2024-03-13,Water,Central,Drainage Dept,Medium,3,26
C01452,2024-10-14,2024-10-15,Water,South,Sanitation,Medium,5,1
C01453,2024-09-22,2024-10-04,Traffic,West,Electric Dept,Low,4,12
C01454,2024-01-16,2024-02-12,Safety,West,Traffic Dept,Medium,5,27
C01455,2024-07-17,2024-08-12,Lights,South,Roads Dept,Medium,2,26
C01456,2024-10-08,2024-10-19,Drainage,North,Drainage Dept,Low,2,11
C01457,2024-03-26,2024-03-30,Traffic,North,Water Dept,Low,1,4
C01458,2024-09-06,2024-10-03,Safety,Central,Water Dept,Medium,5,27
C01459,2024-09-26,2024-10-14,Road,North,Traffic Dept,High,3,18
C01460,2024-11-30,2024-12-04,Water,Central,Sanitation,Low,4,4
C01461,2024-04-26,2024-05-13,Road,East,Sanitation,Low,5,17
C01462,2024-01-07,2024-01-09,Safety,South,Water Dept,Medium,5,2
C01463,2024-05-16,2024-06-14,Traffic,West,Traffic Dept,Low,4,29
C01464,2024-06-24,2024-07-18,Lights,Central,Water Dept,Medium,5,24
C01465,2024-11-23,2024-12-15,Traffic,North,Sanitation,Low,5,22
C01466,2024-11-10,2024-11-12,Lights,Central,Drainage Dept,Low,4,2
C01467,2024-08-02,2024-08-14,Lights,Central,Roads Dept,Medium,3,12
C01468,2024-03-22,2024-03-28,Safety,North,Sanitation,Low,4,6
C01469,2024-08-10,2024-08-20,Garbage,North,Drainage Dept,Low,1,10
C01470,2024-04-12,2024-05-07,Safety,South,Roads Dept,Low,1,25
C01471,2024-09-29,2024-10-22,Water,West,Safety Dept,Low,1,23
C01472,2024-01-14,2024-02-08,Traffic,South,Electric Dept,Medium,1,25
C01473,2024-06-07,2024-06-28,Lights,South,Traffic Dept,Medium,2,21
C01474,2024-05-31,2024-06-23,Safety,North,Drainage Dept,Low,3,23
C01475,2024-04-17,2024-05-14,Safety,North,Electric Dept,Low,2,27
C01476,2024-07-06,2024-07-22,Traffic,West,Sanitation,Low,5,16
C01477,2024-10-27,2024-11-10,Traffic,Central,Safety Dept,Medium,5,14
C01478,2024-04-07,2024-04-14,Lights,South,Traffic Dept,Low,4,7
C01479,2024-05-10,2024-06-07,Drainage,West,Drainage Dept,High,1,28
C01480,2024-10-19,2024-11-16,Road,South,Safety Dept,Medium,4,28
C01481,2024-06-19,2024-07-08,Water,Central,Sanitation,Medium,5,19
C01482,2024-07-01,2024-07-24,Water,South,Traffic Dept,Medium,1,23
C01483,2024-12-29,2025-01-15,Drainage,East,Traffic Dept,High,3,17
C01484,2024-02-08,2024-02-17,Garbage,West,Sanitation,High,5,9
C01485,2024-01-15,2024-02-10,Drainage,North,Sanitation,Medium,4,26
C01486,2024-01-04,2024-01-17,Garbage,South,Safety Dept,Low,4,13
C01487,2024-12-14,2025-01-05,Garbage,West,Safety Dept,High,5,22
C01488,2024-07-28,2024-08-02,Drainage,West,Drainage Dept,Low,2,5
C01489,2024-06-09,2024-07-02,Water,South,Traffic Dept,High,3,23
C01490,2024-01-16,2024-01-21,Road,North,Drainage Dept,Medium,5,5
C01491,2024-04-17,2024-04-27,Water,North,Safety Dept,High,5,10
C01492,2024-11-06,2024-11-27,Safety,South,Traffic Dept,High,4,21
C01493,2024-08-14,2024-09-10,Water,West,Drainage Dept,Low,1,27
C01494,2024-06-18,2024-06-28,Water,North,Sanitation,Medium,1,10
C01495,2024-02-03,2024-03-01,Drainage,South,Sanitation,Low,1,27
C01496,2024-09-07,2024-09-14,Drainage,South,Water Dept,Low,4,7
C01497,2024-09-03,2024-09-29,Safety,South,Safety Dept,Low,1,26
C01498,2024-09-25,2024-10-10,Safety,West,Drainage Dept,Low,5,15
C01499,2024-05-20,2024-05-27,Drainage,North,Water Dept,Medium,2,7
C01500,2024-09-30,2024-10-29,Water,West,Water Dept,High,2,29
C01501,2024-04-05,2024-05-02,Road,East,Electric Dept,Medium,2,27
C01502,2024-08-14,2024-08-29,Garbage,North,Traffic Dept,Low,1,15
C01503,2024-02-08,2024-02-11,Traffic,West,Roads Dept,High,2,3
C01504,2024-10-28,2024-11-16,Garbage,North,Electric Dept,High,1,19
C01505,2024-01-29,2024-02-08,Safety,East,Safety Dept,Medium,5,10
C01506,2024-11-13,2024-12-11,Safety,Central,Traffic Dept,Medium,5,28
C01507,2024-09-01,2024-09-30,Garbage,South,Roads Dept,High,4,29
C01508,2024-08-23,2024-09-07,Traffic,West,Water Dept,Low,4,15
C01509,2024-07-03,2024-07-06,Water,East,Roads Dept,High,3,3
C01510,2024-09-28,2024-10-04,Road,East,Sanitation,High,5,6
C01511,2024-08-23,2024-09-04,Road,North,Safety Dept,High,1,12
C01512,2024-08-26,2024-09-10,Garbage,North,Sanitation,Low,3,15
C01513,2024-09-22,2024-09-28,Traffic,South,Drainage Dept,High,5,6
C01514,2024-12-24,2025-01-06,Safety,North,Traffic Dept,Low,1,13
C01515,2024-12-05,2025-01-03,Lights,West,Electric Dept,Medium,5,29
C01516,2024-03-05,2024-03-24,Water,West,Safety Dept,High,5,19
C01517,2024-06-25,2024-06-28,Garbage,West,Water Dept,Low,1,3
C01518,2024-01-03,2024-01-11,Road,Central,Safety Dept,Low,5,8
C01519,2024-05-21,2024-05-29,Safety,West,Traffic Dept,High,5,8
C01520,2024-06-06,2024-06-29,Drainage,North,Water Dept,High,5,23
C01521,2024-11-19,2024-12-15,Drainage,North,Sanitation,High,4,26
C01522,2024-05-25,2024-06-14,Traffic,West,Safety Dept,Low,2,20
C01523,2024-10-19,2024-11-03,Traffic,East,Electric Dept,Medium,5,15
C01524,2024-06-01,2024-06-05,Garbage,East,Electric Dept,Low,1,4
C01525,2024-07-11,2024-07-30,Lights,East,Sanitation,Medium,5,19
C01526,2024-03-13,2024-04-03,Road,South,Roads Dept,Low,4,21
C01527,2024-10-31,2024-11-03,Garbage,Central,Electric Dept,Medium,4,3
C01528,2024-12-09,2024-12-22,Lights,West,Roads Dept,Low,5,13
C01529,2024-05-19,2024-05-27,Safety,South,Water Dept,High,3,8
C01530,2024-07-05,2024-07-28,Traffic,East,Electric Dept,Medium,2,23
C01531,2024-10-19,2024-11-04,Drainage,West,Drainage Dept,Medium,1,16
C01532,2024-03-01,2024-03-14,Water,South,Sanitation,Low,1,13
C01533,2024-07-16,2024-07-19,Safety,North,Safety Dept,Medium,1,3
C01534,2024-10-21,2024-11-06,Drainage,East,Roads Dept,Low,1,16
C01535,2024-11-14,2024-11-23,Road,South,Drainage Dept,Low,4,9
C01536,2024-10-28,2024-11-25,Road,North,Water Dept,Medium,2,28
C01537,2024-12-09,2024-12-23,Drainage,East,Water Dept,High,5,14
C01538,2024-01-11,2024-01-24,Safety,Central,Electric Dept,Low,5,13
C01539,2024-03-02,2024-03-23,Drainage,East,Electric Dept,Low,3,21
C01540,2024-11-28,2024-12-23,Lights,Central,Drainage Dept,Medium,5,25
C01541,2024-08-13,2024-08-20,Garbage,Central,Traffic Dept,High,2,7
C01542,2024-06-01,2024-06-16,Traffic,Central,Traffic Dept,Low,5,15
C01543,2024-07-17,2024-07-24,Lights,West,Electric Dept,High,4,7
C01544,2024-02-21,2024-02-27,Water,West,Traffic Dept,High,5,6
C01545,2024-09-16,2024-09-18,Drainage,Central,Sanitation,Low,1,2
C01546,2024-02-28,2024-03-08,Water,North,Drainage Dept,Low,1,9
C01547,2024-03-12,2024-04-03,Water,Central,Sanitation,Medium,1,22
C01548,2024-05-27,2024-06-20,Lights,South,Traffic Dept,High,1,24
C01549,2024-12-14,2024-12-31,Traffic,Central,Electric Dept,Medium,4,17
C01550,2024-03-03,2024-03-08,Safety,West,Sanitation,Low,4,5
C01551,2024-11-05,2024-11-17,Road,West,Water Dept,Low,4,12
C01552,2024-08-30,2024-08-31,Garbage,South,Safety Dept,Low,5,1
C01553,2024-11-25,2024-12-05,Road,South,Electric Dept,Medium,1,10
C01554,2024-04-16,2024-04-27,Traffic,East,Drainage Dept,Low,3,11
C01555,2024-08-13,2024-08-29,Road,North,Roads Dept,Medium,3,16
C01556,2024-11-08,2024-11-22,Drainage,North,Roads Dept,Low,1,14
C01557,2024-08-05,2024-08-13,Drainage,North,Electric Dept,Low,2,8
C01558,2024-08-28,2024-09-21,Lights,West,Traffic Dept,Low,5,24
C01559,2024-09-15,2024-10-02,Water,North,Sanitation,Low,3,17
C01560,2024-09-18,2024-10-13,Traffic,East,Sanitation,High,4,25
C01561,2024-01-05,2024-01-23,Traffic,East,Electric Dept,Low,2,18
C01562,2024-09-17,2024-09-29,Road,North,Water Dept,Medium,4,12
C01563,2024-02-23,2024-03-19,Lights,South,Drainage Dept,Low,2,25
C01564,2024-02-16,2024-03-04,Road,East,Traffic Dept,Low,2,17
C01565,2024-08-02,2024-08-30,Road,South,Water Dept,Low,5,28
C01566,2024-06-25,2024-07-21,Traffic,West,Electric Dept,Low,4,26
C01567,2024-01-09,2024-01-23,Road,East,Electric Dept,Low,4,14
C01568,2024-04-08,2024-04-24,Water,South,Water Dept,High,3,16
C01569,2024-01-20,2024-02-03,Road,North,Roads Dept,Low,1,14
C01570,2024-08-28,2024-09-06,Water,West,Electric Dept,Low,1,9
C01571,2024-03-01,2024-03-05,Traffic,Central,Drainage Dept,High,3,4
